,acc_nbr,tearly,tmid,tlate,cearly,cmid,clate
0,0001E57B27EC428F10843E1E79BE0E8C,46.99667,0.0,0.0,16.0,0.0,0.0
1,000AB6933A3B5AD33D5997177E374479,33.797579999999996,0.0,0.0,0.4,0.0,0.0
2,000CF77B766A6AB80CFDFA2941296320,235.77242999999999,1070.33773,0.0,25.4,84.4,0.0
3,000D15B6B116C5039E68E0A311AA63B1,42.186479999999996,0.0,0.0,5.1,0.0,0.0
4,00169B901E5A6570765A88F489B9DE01,17.65632,0.0,0.0,1.3,0.0,0.0
5,0030DFBB0A18C585DDED8A0B00E074D0,273.64211000000006,0.0,0.0,23.9,0.0,0.0
6,00374A037AE51C3F778D21E05CBBA37A,1128.56597,0.0,0.0,66.6,0.0,0.0
7,0039323FDABAE173300FD6021E91089E,144.45511,0.0,0.0,51.4,0.0,0.0
8,0045E40DAA154DB66FA9924275ACC796,652.71468,0.0,0.0,45.4,0.0,0.0
9,00479156A5DBE9DD611221D19A47880E,22.48514,0.0,0.0,3.1,0.0,0.0
10,0061042872F2CE620F8D21AB7FD881C5,72.63793000000001,193.81516000000002,102.76323,6.7,6.8,2.1
11,00801E6611699C6CC175531CD0EAA2B0,42.661,0.0,0.0,8.0,0.0,0.0
12,0096711A889C279DCACE1AC42C2C014C,2.23333,0.0,0.0,0.6,0.0,0.0
13,00BF211C1F9FD4B2F678F6738B7B12F5,53.183040000000005,0.0,0.0,8.2,0.0,0.0
14,00C069475DE270524A905F9F272C694A,936.47703,0.0,0.0,94.4,0.0,0.0
15,00C154692D2DBC38DDB01BEDEBED2033,0.0,223.73372,151.4826,0.0,22.4,17.4
16,00C6CFEA2B19769ED03A786CD5338B21,854.82313,0.0,0.0,56.5,0.0,0.0
17,00E26FE62F6603953C57A1FD529E08A1,49.05221,0.0,0.0,1.6,0.0,0.0
18,00F0E97CD5B7EC7CA043EA7819BA75E6,1287.45985,0.0,0.0,76.2,0.0,0.0
19,00F74860DB0F426291F602C9C42061B0,105.46753999999999,0.0,0.0,4.3,0.0,0.0
20,00FA37BA47311BCF528D6DABC5903CB5,48.95886,0.0,0.0,1.7,0.0,0.0
21,00FF851AF46CBFAD17D62B3DC3A157A3,0.8584099999999999,0.0,0.0,0.2,0.0,0.0
22,0100112CA978AD2D6C64A8375E99769F,168.27553,0.0,0.0,18.1,0.0,0.0
23,01040C55235E829AC760DE3F66F7E46E,525.75028,0.0,0.0,169.6,0.0,0.0
24,0116FF18747C6671FCBCCC922B369614,131.98696999999999,0.0,0.0,23.2,0.0,0.0
25,0129BBAD08237CC003CD8E1A47303EBF,480.18639999999994,0.0,0.0,8.6,0.0,0.0
26,012DAF02AC407B2ABAF3A4658D2FAD6E,200.87615,0.0,0.0,12.8,0.0,0.0
27,015271B093BE6836690454B9CFD326A6,607.1474000000001,0.0,0.0,57.9,0.0,0.0
28,01572C4269278D1601A732F8019C737E,16.57912,0.0,0.0,1.4,0.0,0.0
29,01651D1288763214FAEF4CD9FF5496D3,0.00117,0.0,0.0,0.1,0.0,0.0
30,01725A773D0E4E6DA7F9307664C81A08,255.27392,0.0,0.0,4.4,0.0,0.0
31,01860C83F7738AE3A4B4CDAF99501537,2120.1069799999996,969.11162,0.9049699999999999,184.7,109.8,1.5
32,01A1AC4C4180B9B2F16E131CF547CFCF,5566.3172700000005,0.0,0.0,136.5,0.0,0.0
33,01AE2792CE24067E1F980692DA4B64FB,31.86191,0.0,0.0,2.5,0.0,0.0
34,01B0B2E7495C57349562BF1BEC9DDD97,85.43039000000002,0.0,0.0,12.5,0.0,0.0
35,01CBB8ACADBECD37BE4267B6E07E5345,14.429250000000001,0.0,0.0,14.8,0.0,0.0
36,01D38CB01AEAD0F4DE9C92643EE65CDD,1511.01227,1418.83609,0.0,153.5,100.1,0.0
37,01D7BD377DFC64FEE6876BBE5452D701,610.9314899999999,385.94847,0.0,21.6,15.1,0.0
38,01D979EB388921A30823392C4EF9367C,163.80833,0.0,0.0,17.5,0.0,0.0
39,01DE224AC3FCDB9F83128DC39E5F01B1,155.18725,311.77901,0.0,7.8,19.3,0.0
40,01F677578ABFD2137AB9089B8651F21F,2.7304500000000003,0.0,0.0,1.3,0.0,0.0
41,021B1EB23E1DDDD714A6BEA21DFF1503,83.89317000000001,213.47713,0.0,20.5,14.5,0.0
42,021CC60F7FBFCF5384DCEFC251C7D8F6,520.79567,0.0,0.0,8.3,0.0,0.0
43,022B41EC9560B0E8BE2798EA8660D69C,16.47392,0.0,0.0,2.7,0.0,0.0
44,0238534FD444CFD1D8B441F5C02A6341,1.50396,0.0,0.0,16.8,0.0,0.0
45,023E0FEBDB44D057EA1443FF31EBA6CF,0.0,1033.18239,435.59063000000003,0.0,46.7,20.9
46,02614B766B0869CC5AC4F218DB4AE0B2,1579.4536199999998,0.0,0.0,39.8,0.0,0.0
47,0264EC1CF043FB75AB5B29A692F489D1,1.92095,0.0,0.0,0.1,0.0,0.0
48,02852FAB2C0BD3C04A05E77DE529CC6B,1126.3017,518.15848,262.91551,66.5,27.2,15.1
49,028B0DF0D2AB2B259B8602EEE232349B,580.52182,2110.65564,591.4394900000001,17.9,87.0,26.1
50,02986D4B9D25E641122B56D41823EE51,47.75685,0.0,0.0,24.0,0.0,0.0
51,02C7A9CDE93FC4CC3D6FAECA93B351AA,930.9675299999999,741.3665000000001,0.0,53.3,44.4,0.0
52,02DD05A255A14A26F0777D54D2007934,136.08283999999998,0.0,0.0,26.2,0.0,0.0
53,02FC2A0A6062EB370777F8EDDEFA36AB,0.0,342.41220000000004,0.0,0.0,33.7,0.0
54,02FE581E0AF1358497EFBCBFE38C5181,326.94024,0.0,0.0,6.7,0.0,0.0
55,02FE6C7DCC650D2F6E0396F3E19D1D80,0.0,440.58245000000005,0.0,0.0,23.1,0.0
56,02FF37CA023C7B4DAD7FAD79799FC5AE,18.707900000000002,0.0,0.0,2.2,0.0,0.0
57,03030BD3689DE09108E1E46BADB406D1,0.7829900000000001,0.0,0.0,1.6,0.0,0.0
58,032A303324170140BBC2A514F106256C,2.72126,0.0,0.0,2.1,0.0,0.0
59,0336AB6D292D5C6DC13F57E93D4684EE,1247.1831399999999,0.0,0.0,198.1,0.0,0.0
60,033859EF0B96D7D51164CA072F31225B,1.9297800000000005,71.10914,0.0,1.3,1.6,0.0
61,033C4FDF69E50B0D63B13BFC8A8FDDFB,4.45753,1605.2287199999998,25.77711,0.6,113.7,4.3
62,036B1A7429BFAB3A876760F5B18D8A09,96.47426,0.0,0.0,9.7,0.0,0.0
63,036B5CC32D3A11953463256868389C76,46.80649999999999,499.8139400000001,0.0,21.3,40.3,0.0
64,03996176668A7D30910D7E8F145CB320,48.61459,0.0,0.0,6.0,0.0,0.0
65,039D2F3F90DA6C00B2E4F0E5C6BF8472,0.57883,0.0,0.0,1.9,0.0,0.0
66,03B4A9D0890298707B54F32700EEAECF,29.734410000000004,0.0,0.0,4.9,0.0,0.0
67,03B723A0EB64E196FB033D847ABF5B60,1961.032,745.8162,0.0,76.1,42.4,0.0
68,03B7D5356BF23B6F7F099E4C6843BAD8,82.61662999999999,0.0,0.0,10.7,0.0,0.0
69,03B8EDC98AFD913C0B7AA3AC6645045C,2299.48729,0.0,0.0,139.4,0.0,0.0
70,03D45659F655835690CA828145F76031,3001.77595,37.52422,0.0,157.6,5.7,0.0
71,03D7E4AA7B313B81C25963AB714549D4,0.39269,0.0,0.0,2.6,0.0,0.0
72,041AB24F8E720ECBAAD645FE4D90B786,807.8845,0.0,0.0,48.2,0.0,0.0
73,042E4F1A6C841C67EFBF3CF50E224DB2,6.06718,0.0,0.0,1.4,0.0,0.0
74,0458AA4F80FA65D3AF22884CA30315BF,0.55691,0.0,0.0,1.0,0.0,0.0
75,046A9EEA51E9F2EF7F0C5AACC79DD161,191.31333,0.0,0.0,21.9,0.0,0.0
76,046F4CEEECFC750F8191D44DA1C00610,198.39574000000002,0.0,0.0,19.1,0.0,0.0
77,047A68DE56D8CDDE4C89D4BEE3E5BB67,312.82882,0.0,0.0,49.2,0.0,0.0
78,047C91AEE2D83D1E4A11D3A1404B0494,9.9134,0.0,0.0,2.9,0.0,0.0
79,047FA2050BD385E1C501BA608E11335E,1.7583199999999999,0.0,0.0,1.4,0.0,0.0
80,048196115488F9E3657961C2C52912F4,0.0,0.0,8.1084,0.0,0.0,2.2
81,0491656DBB62D33EC764780717F21060,70.88215,0.0,0.0,3.8,0.0,0.0
82,0493AC08A075C5A3D053D508844B621B,11.91658,0.0,0.0,5.4,0.0,0.0
83,04BF92F602F6146BCA89D16484E823C2,346.5198,0.0,0.0,35.0,0.0,0.0
84,04C8A5EDC4D168C3F8B20E8BE53E9119,103.84173000000001,0.0,0.0,12.4,0.0,0.0
85,04CB8ED08F5A19602B8795B8B3108A8B,2.8652900000000003,0.0,0.0,9.9,0.0,0.0
86,04CCE254ACA888E724632E4BEC45D289,18.71614,0.0,0.0,0.8,0.0,0.0
87,04CE15EAE7C08D94871D5A2C0CDFCDCB,85.50419000000001,0.0,0.0,8.4,0.0,0.0
88,0517035D164C381D3C7139C2E695F126,2.26347,0.0,0.0,0.7,0.0,0.0
89,054A1B6E41266D3BFA5E17BCDA3AACEE,0.0,161.91754,0.0,0.0,9.7,0.0
90,0589390E3A3376DDDA3D7FCB66BBBDFA,568.82799,0.0,0.0,13.7,0.0,0.0
91,059920CB1426C2F736B5638152CB029C,3.4437100000000003,0.0,0.0,13.2,0.0,0.0
92,05A23DB3AD42F3DD38B5C92DEACFDAAD,18.587220000000002,0.0,0.0,2.6,0.0,0.0
93,05A3123CA1738FDFDA20149639C5EAEA,747.7321199999999,0.0,0.0,49.0,0.0,0.0
94,05A6B54B39D6068D768E705E30CF408D,454.14039,0.0,0.0,49.2,0.0,0.0
95,05AAF9CFFE405A40F3C2EA060E9CF0D6,788.3250400000001,0.0,0.0,75.8,0.0,0.0
96,05B223DE6FC65B8C9011B7D402D7AE31,186.10761,0.0,0.0,20.2,0.0,0.0
97,05D5928D738B6500C6C536DE028BEE21,31.21904,0.0,0.0,0.4,0.0,0.0
98,05D9E042AE12423802B933816B942330,150.84321000000003,0.0,0.0,7.0,0.0,0.0
99,05E9778418CC6A22B2AD3DEB58BD1287,0.03353,0.0,0.0,0.2,0.0,0.0
100,05F4B848C874D650C7CBFF5548A9BD8A,663.29215,0.0,0.0,33.8,0.0,0.0
101,060729ACC9CEE059FDE28E150AB3738C,21.94686,0.0,0.0,3.6,0.0,0.0
102,0607BF21CDB2A4D7315A67253457EE85,85.57217,0.0,0.0,10.4,0.0,0.0
103,060E3B965E668725F3027250314E2075,0.03719,0.0,0.0,0.4,0.0,0.0
104,0611C9188B52389191BF7ABF81AA3B39,1.2936299999999998,0.0,0.0,0.1,0.0,0.0
105,062152E4E933C52A7ED1179BCCBF342B,392.67919,0.0,0.0,37.3,0.0,0.0
106,066B561001D2BC58E260135EE10504FE,27.679669999999998,0.0,0.0,6.3,0.0,0.0
107,066E3CF4D6D5F9E7ECDB0DBDD2AF3B10,4.627339999999999,0.0,0.0,5.0,0.0,0.0
108,067E8FFC7275F933404228A18FBAE1D0,183.29509,0.0,0.0,25.7,0.0,0.0
109,067FD0EE7B1C5671483FF6C4F1BF85E9,2.36528,500.30626,0.0,0.6,34.6,0.0
110,069F8FF95AEFA14B4CCF60102F6C1EEA,691.70802,435.72961999999995,83.52423,40.4,22.2,2.9
111,06DE581D2D2C299CE6FF0C6F8468A048,93.72927999999999,0.0,0.0,11.6,0.0,0.0
112,06E3DCA148CF7AAD0A1036852F8ACEA1,0.37519,0.0,0.0,0.5,0.0,0.0
113,06E3E3483B38166969CA5C8017C4380A,5.708309999999999,0.0,0.0,2.4,0.0,0.0
114,06EB544E942AFB380CD77A3209218A7C,158.10046,0.0,0.0,4.9,0.0,0.0
115,06F7903DA81A39EBCADA7D59230363D3,71.05051,0.0,0.0,13.9,0.0,0.0
116,0700326560F8F60BD8D9B9CB64A3326E,55.368489999999994,0.0,0.0,4.3,0.0,0.0
117,070090AD3822D6A46628E248B110BDC3,641.14041,705.87525,0.0,52.9,61.0,0.0
118,07106580EB6D7DE226D05D570E04BFB9,0.0,73.53948,0.0,0.0,3.1,0.0
119,0719307E60F859069C99B6EF3D132095,0.00099,0.0,0.0,0.1,0.0,0.0
120,07215C7BB2FA79F5CFE9F29257D1A7DE,91.16078999999999,450.90886,388.94626,11.6,20.5,9.7
121,072A5E7B14DB8355CC240C0819D09958,2.0107399999999997,0.0,0.0,0.7,0.0,0.0
122,0753C3A176078446DAD67276F8E6F959,99.5751,0.0,0.0,4.7,0.0,0.0
123,0759D4612FF591D7C20E67769312FFE7,0.32079,0.0,0.0,3.0,0.0,0.0
124,077452BCCCE1895A179C6E5623753ED0,448.72997,0.0,0.0,28.2,0.0,0.0
125,0785DB87165C1F0F7921D0B1F5430723,372.99228,0.0,0.0,7.6,0.0,0.0
126,078F19A038B4C4D94791E911E6B9448F,2370.3238599999995,10.389149999999999,0.0,32.0,1.5,0.0
127,0793613FB77F902F4BF4F3BBFB0E3856,209.19774999999998,0.0,0.0,22.1,0.0,0.0
128,07B4332AE06A7AFC6BAB32DD33E9B4EF,0.61766,0.0,0.0,0.5,0.0,0.0
129,07B566FF79BD232A5C66DCBB7E23A438,56.9756,0.0,0.0,10.1,0.0,0.0
130,07CE319ADA7B12ED316DC99B577B0861,129.19923999999997,0.0,0.0,7.9,0.0,0.0
131,07E670E878C6F35C15CAC5217EA5D849,127.29209,0.0,0.0,28.0,0.0,0.0
132,07E76AAD50FE2532EBCE2567EDA7E04E,295.52127,0.0,0.0,10.7,0.0,0.0
133,07F39F1529E29A5C12F3DB84D671B61C,0.0306,1.91553,0.0,0.2,4.0,0.0
134,07F46261A2A1EC4F865DCDBD5FA07CCC,96.78202,0.0,0.0,4.1,0.0,0.0
135,07F70B0525CE78DD77B9323210C31FA2,118.4598,0.0,0.0,22.3,0.0,0.0
136,07F88F07DC63F6512B05CE92107BB8E3,1658.87383,488.22247,147.10444999999999,84.9,53.6,4.9
137,080B88D4B3740890A5CD7AE099E016B0,155.69546,0.0,0.0,7.4,0.0,0.0
138,0815EE5923A8FE7040710CC097D1EFAD,1.97732,0.0,0.0,0.2,0.0,0.0
139,082B0782E1D1582DD7382FAD4BB9430D,0.60948,0.0,0.0,1.0,0.0,0.0
140,0848FC78E3C29EFF85B7164B830D8732,151.62026999999998,0.0,0.0,18.7,0.0,0.0
141,08527BF3FF518909405183867A437872,2.32259,0.0,0.0,1.0,0.0,0.0
142,086D6A9210764F4D321F408F34D53DB9,665.6659099999999,0.0,0.0,38.8,0.0,0.0
143,087051CC067942D479C7166028CFABD7,1443.65108,452.10414000000003,0.0,92.2,26.8,0.0
144,08735E2F33ECC3869928237751CA3E8C,14.49257,0.0,0.0,2.8,0.0,0.0
145,088455F2B4FB1E7DD5BB9F1DF7F77576,120.01415999999999,0.0,0.0,6.2,0.0,0.0
146,08942397758B007DA20AA371A8D2DFC8,75.72341,0.0,0.0,2.3,0.0,0.0
147,08A1BCF482FD3A6037962C1743CD0075,112.3807,0.0,0.0,2.7,0.0,0.0
148,08A2B0C47578C4E0B8DD44245979EF39,1.18139,0.0,0.0,25.9,0.0,0.0
149,08B3439637DDAB6E4045C130F161CF18,464.77934999999997,0.0,0.0,22.7,0.0,0.0
150,08BFE11668BE0AEDD9D093CE476D387A,21.38451,0.0,0.0,1.5,0.0,0.0
151,08C47A5AD572099C039676FE654C85CE,148.68453000000002,0.0,0.0,34.0,0.0,0.0
152,08DBA0CE0BC894E364D2AE304DE2D3B8,0.0,30.302550000000004,0.0,0.0,10.5,0.0
153,08ECA1BCC7E120A9D87A46EC27CF055E,305.26832,0.0,0.0,35.5,0.0,0.0
154,091FA960D5697D0438325DB02AD7A020,71.80022999999998,0.0,0.0,10.9,0.0,0.0
155,092332883CCDD5CA9B5CEBDF0DE8C546,595.6316299999999,0.0,0.0,40.7,0.0,0.0
156,092AA07E120735F1DCA1C52F6C76551B,139.92318,0.0,0.0,6.9,0.0,0.0
157,09326CEFEE31B53986B6608FE156A861,0.0056500000000000005,0.0,0.0,0.2,0.0,0.0
158,0952DF5CCBDF965400904831A2840CDD,667.85705,0.0,0.0,13.1,0.0,0.0
159,0956CBCE526278DD47FD29ED3967065E,118.75944999999999,0.0,0.0,2.8,0.0,0.0
160,095E1D8053068AC4CD5AF83D9DB8E153,2.41243,0.0,25.408170000000002,0.6,0.0,3.5
161,09610533DE36D071AFB67D960D5FC3C7,1.61948,0.0,0.0,2.1,0.0,0.0
162,097472A04A8FE9BF95A68896D25129AE,314.73147,0.0,0.0,51.1,0.0,0.0
163,0975DB112A9AADD5D562C16A0B378A5E,384.49631,121.4002,0.0,72.4,23.9,0.0
164,0977718F42F4D251693658470E6F0521,3019.6575900000003,4537.7779,412.14088000000004,133.4,166.0,18.7
165,0995B7C85272B33F04DEF7CC25050F79,92.33937999999999,0.0,0.0,31.0,0.0,0.0
166,099C8F2F5D2BD388F1353BE801013F93,11.555240000000001,564.1560999999999,71.26659,0.7,57.2,5.1
167,09BC3CC852DD740EB13A13EFDDECFD25,281.66617,0.0,0.0,17.0,0.0,0.0
168,09E4E37BEF4D3114F46E33D71C61FA94,157.82233000000002,0.0,0.0,5.2,0.0,0.0
169,09E4E556560791DB035606251FF423BF,32.097680000000004,0.0,0.0,3.8,0.0,0.0
170,0A06F14741AF935A83A9CC026CFF9944,15.208430000000002,0.0,0.0,7.9,0.0,0.0
171,0A24B782531759E33E960CB7BA7EF7C6,866.4784299999998,0.0,0.0,19.7,0.0,0.0
172,0A2F8839B9540A82024F359522555501,5.66679,0.0,0.0,2.2,0.0,0.0
173,0A41496AF25508CCD745A6461DE7B435,0.02048,0.0,0.0,0.2,0.0,0.0
174,0A593A3E82A8DEE5793CD783EE3D2A50,1700.60808,1006.64018,0.0,141.2,86.7,0.0
175,0A5D13FAD5C67E3F0A2C007FC4A90B12,90.31530000000001,238.90068000000002,9.84914,32.7,50.1,1.3
176,0A77D706AF1F208EDE841397B00EDD22,6.7963499999999994,0.0,0.0,7.1,0.0,0.0
177,0A7F8005C077C7E954897A56D1D4ECDD,128.64122,0.0,0.0,5.1,0.0,0.0
178,0A8711F64CBFC0F8164D29326A5A0DAC,563.95607,0.0,0.0,51.0,0.0,0.0
179,0AB658EF906779C85936F3C8CF875CBE,1152.8607100000002,0.0,0.0,14.4,0.0,0.0
180,0AB67F4D59C42A17EA08C2E1AC0CD9DF,37.50578,0.0,0.0,13.6,0.0,0.0
181,0ABB6FDDBE91B66377D96A67DF2F1080,86.0577,0.0,0.0,19.9,0.0,0.0
182,0ACBE967AC65B6FAF279050BFD7C3FCA,20.912239999999997,6.09668,0.0,4.1,1.5,0.0
183,0ACD55A09DD8B005796394F1DBC3AFBF,3503.9958600000004,2538.92558,934.0039800000001,268.8,169.2,92.7
184,0AD713CDCCE892B3B156726CDAE82E6A,280.42034,0.0,0.0,34.3,0.0,0.0
185,0ADDD2B9917B21457F97715827BA6202,452.13548000000003,0.0,0.0,26.1,0.0,0.0
186,0AF50C6F9C9D94A5B66478AA8E743421,158.47948000000002,0.0,0.0,3.7,0.0,0.0
187,0B1170CDD2EE11BE6F69E41D7B3248D0,0.9456700000000001,0.0,0.0,9.2,0.0,0.0
188,0B4B0417917332749403630294202EE4,318.56048,0.0,0.0,20.6,0.0,0.0
189,0B634F501289618DAEE400B9E9253AEE,0.02767,0.0,0.0,0.7,0.0,0.0
190,0B7540DF8515B216C1D11CBBC8ABE6F3,671.9429600000001,0.0,0.0,9.4,0.0,0.0
191,0B96B751E3509BC09567D56782D36E29,111.37995000000001,0.0,0.0,21.3,0.0,0.0
192,0BACC89140BACD153270E65C12BAB3A7,8.155109999999999,0.0,0.0,7.0,0.0,0.0
193,0BC22FD8FC12858555F9151AD0FDC40E,4.646050000000001,0.0,0.0,1.5,0.0,0.0
194,0BC684CB375DDF26C1CB37023CB7BC17,1272.61303,1677.34722,138.33765,121.2,162.0,14.9
195,0BCE2B32EC88A46C178A36CB76B8B41A,1076.1709400000002,0.0,0.0,96.1,0.0,0.0
196,0BD03294E5CBA99D79591F297D9A3E2D,2.15257,0.0,0.0,3.2,0.0,0.0
197,0BD38AFB10AF539EFFEDAEFF075C4C57,1591.82356,1681.62336,0.0,132.1,126.8,0.0
198,0BDF29B876D0248F09024556C0D9CBFC,87.58971999999999,0.0,0.0,15.2,0.0,0.0
199,0BE1805FCCDDDC72377A9CC58A08575D,8.21112,0.0,0.0,4.0,0.0,0.0
200,0BEC8F877B0DA9D599DBD357AAA659D8,221.26814,0.0,0.0,14.3,0.0,0.0
201,0BEF0BBE6879C2B6F41032FD81917F8B,376.10442000000006,265.51752,0.0,90.0,94.8,0.0
202,0BF5314D80CF147D078450AA41EE932E,0.02681,0.0,0.0,1.5,0.0,0.0
203,0BF55FEB88CD0F5E3C6255777ACA0CC0,301.96659,0.0,0.0,29.6,0.0,0.0
204,0C014CB17612AF86BAFBC541505ACA13,0.73752,1.13338,0.0,0.3,0.7,0.0
205,0C11C7A869C3C28CD80AA76FCF65EF25,0.0,16.684620000000002,0.0,0.0,0.7,0.0
206,0C13F43252951027985E9C3BF2A2BF1A,8.063279999999999,0.0,0.0,1.5,0.0,0.0
207,0C23B8B406ED79C1F2F6D1D29DDD9AC7,357.23635,0.0,0.0,28.0,0.0,0.0
208,0C321FBEEBC002C13898E09AB760EBFD,4.0120000000000005,0.0,0.0,1.2,0.0,0.0
209,0C67CFA26B384F51210C82E6CA1DE24E,336.5331,221.81327000000002,0.0,27.4,17.4,0.0
210,0C6963BA5BA987DC8685DF51FBE149B8,117.73094,0.0,0.0,10.5,0.0,0.0
211,0C6CD14ADF1718B0521975FAE004F94B,0.01237,0.0,0.0,0.2,0.0,0.0
212,0C76B377B1046D22B9A97231A0E82FFF,320.73961999999995,0.0,0.0,29.0,0.0,0.0
213,0C85537BABE7D30ED3D5CFD165530C8F,13.492329999999999,0.0,0.0,2.1,0.0,0.0
214,0C858A9EB77D9BB1F0C47D4CDC91BE86,4.295019999999999,0.0,0.0,1.6,0.0,0.0
215,0C8A33BB70108AFAF7787CE6B956A595,543.6845999999999,0.0,0.0,44.3,0.0,0.0
216,0C930685500C702766D3BF639A99AFCC,0.042620000000000005,0.0,0.0,0.1,0.0,0.0
217,0CD3806958C931C9D41BBBBEC7164E74,438.76341,0.0,0.0,15.9,0.0,0.0
218,0CF9F8F11E6D9932519C77C258BDDFB9,113.61846,138.59371,0.0,16.7,16.0,0.0
219,0D0454D58DCE242A12420EDB35E4F508,1978.1574400000002,2588.5579799999996,0.0,109.7,134.6,0.0
220,0D0896BAAC1D2DFE305259A50AD1B1F7,110.86326000000001,494.21159000000006,72.61452,89.0,123.5,13.0
221,0D2F4FA15FA8ED46A1B8EBEA2F18533C,318.37940000000003,0.0,0.0,35.3,0.0,0.0
222,0D386F4FA2A0915D05463CCC1FDD2B2A,4.34855,0.0,0.0,1.3,0.0,0.0
223,0D3B005C8C6166D658FC460DBA7C7172,110.01255999999998,0.0,0.0,25.0,0.0,0.0
224,0D40936AA8E456EA95FAE700878B1E33,1.14271,0.0,0.0,13.5,0.0,0.0
225,0D46024E40FB236BBB4F8BF7D7F201DB,0.0,0.42984999999999995,0.0,0.0,0.4,0.0
226,0D4E68FFC619CA5B6324BBAB0CD1CA1E,46.983940000000004,0.0,0.0,1.7,0.0,0.0
227,0D5EF3530C93D70E68F91A4A97B19164,3.70169,0.0,0.0,1.8,0.0,0.0
228,0D63BC8548D6F0939EFC9628AA3AA139,244.92459,0.0,0.0,55.4,0.0,0.0
229,0D83E9EDE62ED2BF2CE97E2857C7E826,351.45054,0.0,0.0,33.7,0.0,0.0
230,0D85618522936A013533336B1E3B1A54,397.53372,403.37324,12.168700000000001,65.6,70.5,7.5
231,0D8CD77086DA32B55F4BFA97AC56016D,64.36592,0.0,0.0,35.5,0.0,0.0
232,0D9B381654EF921D044EEBBC72AB1772,0.0,0.09819,0.0,0.0,2.4,0.0
233,0DA775434A9F7BBEFB4B2C19102DDE07,442.57268000000005,0.0,0.0,30.3,0.0,0.0
234,0DBC8B07CC5DA7845B130BBB4780C8E9,14.15507,0.0,0.0,8.6,0.0,0.0
235,0DD291F6080C5D2CE2B6575D65194CA6,0.00129,0.0,0.0,0.1,0.0,0.0
236,0DD41695ECEE42DA51FA5205905D8CF4,1498.36624,0.0,0.0,45.4,0.0,0.0
237,0DF2ADBBDC05FEBE586BC0FB692C3697,18.383190000000003,0.0,0.0,5.1,0.0,0.0
238,0E107C2E61B2B638BF49C8F33FF11607,0.13774,0.0,0.0,0.8,0.0,0.0
239,0E2EFAC6FE96DD860DD6B19339B0B917,0.00369,0.0,0.0,0.2,0.0,0.0
240,0E3F44CBED75657C8B03208D96083463,3421.0982500000005,0.0,0.0,224.0,0.0,0.0
241,0E499788501ACC265E0E0B6E5CB9771C,19.9696,0.0,0.0,10.5,0.0,0.0
242,0E55CAAB7172F3C398A0D367D944EEF5,279.69817,0.0,0.0,5.5,0.0,0.0
243,0E627DB8A42090C6857E620567AA906D,2734.3840900000005,1680.3133400000002,0.0,162.7,108.0,0.0
244,0E73F5C13B28D3BC354785FC64298E87,355.61186,0.0,0.0,27.5,0.0,0.0
245,0E84E2435081AF177F418314A5C018C1,91.58378,0.0,0.0,16.2,0.0,0.0
246,0EA0253E2DBE2A0BA6C5492B34F3C7F3,6.419029999999999,0.0,0.0,9.3,0.0,0.0
247,0EA0A6684564BCEB4CBADDFEE0C99340,427.95654,0.0,0.0,33.2,0.0,0.0
248,0EA7CA4A3332E5A761D34CEADF033EB9,1130.39326,0.0,0.0,42.7,0.0,0.0
249,0EAD3C981F699270C230F072D19F6712,0.01085,0.0,0.0,0.2,0.0,0.0
250,0EC8AE3D05B56F651DB7177D3FFE2541,124.10586999999998,0.0,0.0,11.6,0.0,0.0
251,0ECB7A024947635E1E6CF439327B9FB6,96.78351,0.0,0.0,11.2,0.0,0.0
252,0EDAC65A28CD9BDD3BF611F2836DC43E,0.0,6.21232,0.0,0.0,0.1,0.0
253,0EE0503CB8AC0FCEF3A584C16D863D21,1049.5366,1530.5242799999999,0.0,23.1,32.1,0.0
254,0EE318B33C8CCCB47E6A42AF43387411,833.72505,922.9443600000001,0.11742,20.3,44.2,0.6
255,0EF502EA2F62E159BDE711BDFECF76EE,62.96345000000001,0.0,0.0,12.3,0.0,0.0
256,0F25CD2D2AB9CFD325DAFE746E8FFBEA,489.0499,0.0,0.0,23.9,0.0,0.0
257,0F263150B3EB0CACBB63CEAD5B332B6E,322.75842,0.0,0.0,4.4,0.0,0.0
258,0F3D511A71ED76A2090D56F942E816CA,322.46564,0.0,0.0,26.4,0.0,0.0
259,0F447B4CA14795205805B292B91DF2A3,93.73688,0.0,0.0,21.2,0.0,0.0
260,0F689CEF8B0D7A4BCE21274341DE11B4,0.0,0.0,0.07824,0.0,0.0,0.2
261,0F68A6B63FAA5A307B67655DC05BFA92,10.071090000000002,0.0,0.0,11.7,0.0,0.0
262,0F6AC8F512C513F569270967CF7B5903,0.0,61.24233,0.0,0.0,2.2,0.0
263,0F84A2000689B2585653814CFDBF6523,0.06419,0.0,0.0,0.1,0.0,0.0
264,0F8FB59C7198D392335C1C60F98970C5,4.853890000000001,0.0,0.0,2.0,0.0,0.0
265,0F93EAD5FDF4F222B01CC8B20688BFB8,0.00109,0.0,0.0,0.1,0.0,0.0
266,0FA1598DB51FA7970C9A8C318185AED5,16.29685,0.0,0.0,4.3,0.0,0.0
267,0FA23A0D3C8A7A3CEF790B800F80CBDC,809.4058600000001,95.33075,0.0,34.5,2.7,0.0
268,0FB1E6F5AA4B77AF6F94803B4C9722CC,27.36044,0.0,0.0,2.0,0.0,0.0
